ptnum,Rout,L,lnRa,lnRb,theta,P_x,P_y,P_z,Rin,analytic_vortex_core_vel_x,analytic_vortex_core_vel_y,analytic_vortex_core_vel_z
286,2.0,0.6931471824645996,0.24006953835487366,-0.45307764410972595,0.0,1.5731463432312012,0.0,0.0,1.0,8.608884627392399e-07,0.0,-0.06956414133310318
287,2.0,0.6931471824645996,0.23879650235176086,-0.45435068011283875,0.0,1.5751502513885498,0.0,0.0,1.0,3.841981651930837e-06,0.0,-0.07116016745567322
288,2.0,0.6931471824645996,0.23752498626708984,-0.45562219619750977,0.0,1.5771543979644775,0.0,0.0,1.0,1.8723731045611203e-06,0.0,-0.07275094091892242
289,2.0,0.6931471824645996,0.2362551987171173,-0.4568919837474823,0.0,1.5791583061218262,0.0,0.0,1.0,2.691758709261194e-07,0.0,-0.07438243925571442
290,2.0,0.6931471824645996,0.23498696088790894,-0.4581602215766907,0.0,1.5811623334884644,0.0,0.0,1.0,2.3715935526524845e-07,0.0,-0.07599806040525436
291,2.0,0.6931471824645996,0.2337203025817871,-0.4594268798828125,0.0,1.5831663608551025,0.0,0.0,1.0,-8.419156927175209e-08,0.0,-0.07763668894767761
292,2.0,0.6931471824645996,0.23245534300804138,-0.4606918394565582,0.0,1.5851702690124512,0.0,0.0,1.0,-8.063418022175028e-08,0.0,-0.07923814654350281
293,2.0,0.6931471824645996,0.23119184374809265,-0.46195533871650696,0.0,1.587174415588379,0.0,0.0,1.0,4.696941232396057e-06,0.0,-0.0808565691113472
294,2.0,0.6931471824645996,0.2299300730228424,-0.4632171094417572,0.0,1.5891783237457275,0.0,0.0,1.0,1.4454863048740663e-06,0.0,-0.08249089866876602
295,2.0,0.6931471824645996,0.22866982221603394,-0.4644773602485657,0.0,1.5911823511123657,0.0,0.0,1.0,-4.267682470526779e-06,0.0,-0.08413857966661453
296,2.0,0.6931471824645996,0.227411150932312,-0.4657360315322876,0.0,1.593186378479004,0.0,0.0,1.0,1.9209908259654185e-06,0.0,-0.08578143268823624
297,2.0,0.6931471824645996,0.22615408897399902,-0.4669930934906006,0.0,1.595190405845642,0.0,0.0,1.0,2.142734729204676e-06,0.0,-0.08742009103298187
298,2.0,0.6931471824645996,0.2248985767364502,-0.4682486057281494,0.0,1.5971944332122803,0.0,0.0,1.0,-3.794549741087394e-08,0.0,-0.08908593654632568
299,2.0,0.6931471824645996,0.2236447036266327,-0.4695024788379669,0.0,1.599198341369629,0.0,0.0,1.0,4.873624561696488e-07,0.0,-0.0907382145524025
300,2.0,0.6931471824645996,0.22239229083061218,-0.4707548916339874,0.0,1.6012024879455566,0.0,0.0,1.0,-2.8826718789787265e-06,0.0,-0.09240970015525818
301,2.0,0.6931471824645996,0.22114154696464539,-0.4720056354999542,0.0,1.6032063961029053,0.0,0.0,1.0,3.533674544087262e-07,0.0,-0.09408768266439438
302,2.0,0.6931471824645996,0.21989232301712036,-0.47325485944747925,0.0,1.6052104234695435,0.0,0.0,1.0,-7.114780942174548e-08,0.0,-0.09576506912708282
303,2.0,0.6931471824645996,0.2186446487903595,-0.4745025336742401,0.0,1.6072144508361816,0.0,0.0,1.0,-4.7431871763592426e-08,0.0,-0.09744255989789963
304,2.0,0.6931471824645996,0.21739861369132996,-0.47574856877326965,0.0,1.6092183589935303,0.0,0.0,1.0,-3.00006576026135e-07,0.0,-0.09914068132638931
305,2.0,0.6931471824645996,0.21615397930145264,-0.476993203163147,0.0,1.611222505569458,0.0,0.0,1.0,-7.707679117174848e-08,0.0,-0.10085553675889969
306,2.0,0.6931471824645996,0.21491101384162903,-0.4782361686229706,0.0,1.6132264137268066,0.0,0.0,1.0,-1.1265069588262122e-07,0.0,-0.1025632992386818
307,2.0,0.6931471824645996,0.2136695384979248,-0.4794776439666748,0.0,1.6152304410934448,0.0,0.0,1.0,1.0553591067719026e-07,0.0,-0.1042722687125206
308,2.0,0.6931471824645996,0.21242961287498474,-0.48071756958961487,0.0,1.617234468460083,0.0,0.0,1.0,1.376710088152322e-06,0.0,-0.1059914380311966
309,2.0,0.6931471824645996,0.21119120717048645,-0.48195597529411316,0.0,1.6192384958267212,0.0,0.0,1.0,1.8557719840828213e-06,0.0,-0.10772806406021118
310,2.0,0.6931471824645996,0.20995435118675232,-0.4831928312778473,0.0,1.6212425231933594,0.0,0.0,1.0,-4.873624561696488e-07,0.0,-0.10946563631296158
311,2.0,0.6931471824645996,0.20871907472610474,-0.4844281077384949,0.0,1.623246431350708,0.0,0.0,1.0,5.508025878953049e-06,0.0,-0.1112312451004982
312,2.0,0.6931471824645996,0.207485169172287,-0.4856620132923126,0.0,1.6252505779266357,0.0,0.0,1.0,3.2965149898700474e-07,0.0,-0.1129644438624382
313,2.0,0.6931471824645996,0.20625296235084534,-0.4868942201137543,0.0,1.6272544860839844,0.0,0.0,1.0,-6.284722786631392e-08,0.0,-0.1147327572107315
314,2.0,0.6931471824645996,0.2050221562385559,-0.4881250262260437,0.0,1.6292585134506226,0.0,0.0,1.0,3.920244125765748e-06,0.0,-0.11651860177516937
315,2.0,0.6931471824645996,0.20379289984703064,-0.48935428261756897,0.0,1.6312625408172607,0.0,0.0,1.0,-1.1857967940898106e-08,0.0,-0.11828970909118652
316,2.0,0.6931471824645996,0.20256513357162476,-0.49058204889297485,0.0,1.633266568183899,0.0,0.0,1.0,6.996201307174488e-08,0.0,-0.12009088695049286
317,2.0,0.6931471824645996,0.20133888721466064,-0.49180829524993896,0.0,1.635270595550537,0.0,0.0,1.0,3.4257668630743865e-06,0.0,-0.12189632654190063
318,2.0,0.6931471824645996,0.20011422038078308,-0.49303296208381653,0.0,1.6372745037078857,0.0,0.0,1.0,2.2862161586090224e-06,0.0,-0.12370863556861877
319,2.0,0.6931471824645996,0.19889089465141296,-0.49425628781318665,0.0,1.6392786502838135,0.0,0.0,1.0,1.5711807463958394e-06,0.0,-0.12553928792476654
320,2.0,0.6931471824645996,0.19766920804977417,-0.49547797441482544,0.0,1.641282558441162,0.0,0.0,1.0,1.8024111341219395e-06,0.0,-0.12737709283828735
321,2.0,0.6931471824645996,0.1964489221572876,-0.496698260307312,0.0,1.6432865858078003,0.0,0.0,1.0,-1.1134632131870603e-06,0.0,-0.12921901047229767
322,2.0,0.6931471824645996,0.1952301561832428,-0.4979170262813568,0.0,1.6452906131744385,0.0,0.0,1.0,5.098926081359423e-08,0.0,-0.13107456266880035
323,2.0,0.6931471824645996,0.19401291012763977,-0.49913427233695984,0.0,1.647294521331787,0.0,0.0,1.0,2.7214036890654825e-06,0.0,-0.1329321265220642
324,2.0,0.6931471824645996,0.1927970051765442,-0.5003501772880554,0.0,1.6492986679077148,0.0,0.0,1.0,-1.5035902833915316e-06,0.0,-0.13480959832668304
325,2.0,0.6931471824645996,0.19158273935317993,-0.5015644431114197,0.0,1.6513025760650635,0.0,0.0,1.0,6.640461691631572e-08,0.0,-0.13669732213020325
326,2.0,0.6931471824645996,0.19036990404129028,-0.5027772784233093,0.0,1.6533066034317017,0.0,0.0,1.0,1.8866027176045463e-06,0.0,-0.1386176347732544
327,2.0,0.6931471824645996,0.18915849924087524,-0.5039886832237244,0.0,1.6553106307983398,0.0,0.0,1.0,5.928983970449053e-09,0.0,-0.14053091406822205
328,2.0,0.6931471824645996,0.1879485845565796,-0.50519859790802,0.0,1.657314658164978,0.0,0.0,1.0,-3.4506686574786727e-07,0.0,-0.14243480563163757
329,2.0,0.6931471824645996,0.18674010038375854,-0.5064070820808411,0.0,1.6593186855316162,0.0,0.0,1.0,-1.1134632131870603e-06,0.0,-0.14440354704856873
330,2.0,0.6931471824645996,0.18553316593170166,-0.507614016532898,0.0,1.6613225936889648,0.0,0.0,1.0,3.4743845844786847e-07,0.0,-0.1463393270969391
331,2.0,0.6931471824645996,0.18432754278182983,-0.5088196396827698,0.0,1.6633267402648926,0.0,0.0,1.0,-6.521882056631512e-08,0.0,-0.1483127325773239
332,2.0,0.6931471824645996,0.18312346935272217,-0.5100237131118774,0.0,1.6653306484222412,0.0,0.0,1.0,-2.238784418295836e-06,0.0,-0.15029682219028473
333,2.0,0.6931471824645996,0.1819208264350891,-0.5112263560295105,0.0,1.6673346757888794,0.0,0.0,1.0,2.0929312540829415e-06,0.0,-0.15227359533309937
334,2.0,0.6931471824645996,0.18071961402893066,-0.512427568435669,0.0,1.6693387031555176,0.0,0.0,1.0,-2.027712469043763e-07,0.0,-0.1542922556400299
335,2.0,0.6931471824645996,0.1795198917388916,-0.513627290725708,0.0,1.6713426113128662,0.0,0.0,1.0,2.516260792617686e-06,0.0,-0.15629824995994568
336,2.0,0.6931471824645996,0.17832154035568237,-0.5148256421089172,0.0,1.673346757888794,0.0,0.0,1.0,-5.928983970449053e-09,0.0,-0.15836350619792938
337,2.0,0.6931471824645996,0.17712467908859253,-0.5160225033760071,0.0,1.6753506660461426,0.0,0.0,1.0,-1.0672170702719086e-08,0.0,-0.16041576862335205
338,2.0,0.6931471824645996,0.17592918872833252,-0.5172179937362671,0.0,1.6773546934127808,0.0,0.0,1.0,-3.661740493043908e-06,0.0,-0.16247901320457458
339,2.0,0.6931471824645996,0.1747351884841919,-0.5184119939804077,0.0,1.679358720779419,0.0,0.0,1.0,-2.739190563261218e-07,0.0,-0.16459278762340546
340,2.0,0.6931471824645996,0.1735425591468811,-0.5196046233177185,0.0,1.6813627481460571,0.0,0.0,1.0,-7.470519847174728e-08,0.0,-0.16667312383651733
341,2.0,0.6931471824645996,0.17235136032104492,-0.5207958221435547,0.0,1.6833667755126953,0.0,0.0,1.0,3.3818923839135095e-06,0.0,-0.16880165040493011
342,2.0,0.6931471824645996,0.17116165161132812,-0.5219855308532715,0.0,1.685370683670044,0.0,0.0,1.0,1.3316497415871709e-06,0.0,-0.17094634473323822
343,2.0,0.6931471824645996,0.1699731945991516,-0.523173987865448,0.0,1.6873748302459717,0.0,0.0,1.0,6.427018774957105e-07,0.0,-0.1731182485818863
344,2.0,0.6931471824645996,0.16878634691238403,-0.5243608355522156,0.0,1.6893787384033203,0.0,0.0,1.0,-8.893476177718185e-08,0.0,-0.17526842653751373
345,2.0,0.6931471824645996,0.1676008105278015,-0.5255463719367981,0.0,1.6913827657699585,0.0,0.0,1.0,2.015854505543757e-08,0.0,-0.17748890817165375
346,2.0,0.6931471824645996,0.16641664505004883,-0.5267305374145508,0.0,1.6933867931365967,0.0,0.0,1.0,9.806539083001553e-07,0.0,-0.17969682812690735
347,2.0,0.6931471824645996,0.16523396968841553,-0.5279132127761841,0.0,1.6953907012939453,0.0,0.0,1.0,1.4122839502306306e-06,0.0,-0.18190965056419373
348,2.0,0.6931471824645996,0.1640525460243225,-0.5290946364402771,0.0,1.697394847869873,0.0,0.0,1.0,-2.573179074261134e-07,0.0,-0.18417389690876007
349,2.0,0.6931471824645996,0.16287267208099365,-0.530274510383606,0.0,1.6993987560272217,0.0,0.0,1.0,1.849843016543673e-07,0.0,-0.18645712733268738
350,2.0,0.6931471824645996,0.16169404983520508,-0.5314531326293945,0.0,1.7014029026031494,0.0,0.0,1.0,7.909264354566403e-07,0.0,-0.18873223662376404
351,2.0,0.6931471824645996,0.1605169177055359,-0.5326302647590637,0.0,1.703406810760498,0.0,0.0,1.0,-2.6158677428611554e-06,0.0,-0.19106031954288483
352,2.0,0.6931471824645996,0.15934115648269653,-0.5338060259819031,0.0,1.7054108381271362,0.0,0.0,1.0,-3.675970106087334e-08,0.0,-0.19342121481895447
353,2.0,0.6931471824645996,0.15816670656204224,-0.5349804759025574,0.0,1.7074148654937744,0.0,0.0,1.0,1.6363995314350177e-07,0.0,-0.1957550197839737
354,2.0,0.6931471824645996,0.15699374675750732,-0.5361534357070923,0.0,1.709418773651123,0.0,0.0,1.0,-2.3526208678958938e-06,0.0,-0.1981344223022461
355,2.0,0.6931471824645996,0.1558220386505127,-0.5373251438140869,0.0,1.7114229202270508,0.0,0.0,1.0,3.9249874816960073e-07,0.0,-0.20056669414043427
356,2.0,0.6931471824645996,0.15465182065963745,-0.5384953618049622,0.0,1.7134268283843994,0.0,0.0,1.0,5.727398502131109e-07,0.0,-0.20297855138778687
357,2.0,0.6931471824645996,0.15348291397094727,-0.5396642684936523,0.0,1.7154308557510376,0.0,0.0,1.0,6.344012604131422e-07,0.0,-0.20545384287834167
358,2.0,0.6931471824645996,0.15231537818908691,-0.5408318042755127,0.0,1.7174348831176758,0.0,0.0,1.0,2.06091476684378e-06,0.0,-0.20792940258979797
359,2.0,0.6931471824645996,0.15114915370941162,-0.541998028755188,0.0,1.719438910484314,0.0,0.0,1.0,4.06846857003984e-06,0.0,-0.21044757962226868
360,2.0,0.6931471824645996,0.14998430013656616,-0.5431628823280334,0.0,1.7214429378509521,0.0,0.0,1.0,-1.0695887340261834e-06,0.0,-0.2129562795162201
361,2.0,0.6931471824645996,0.1488209366798401,-0.5443262457847595,0.0,1.7234468460083008,0.0,0.0,1.0,-5.098926081359423e-08,0.0,-0.2155609279870987
362,2.0,0.6931471824645996,0.14765870571136475,-0.5454884767532349,0.0,1.7254509925842285,0.0,0.0,1.0,-1.6008256409349997e-07,0.0,-0.21813374757766724
363,2.0,0.6931471824645996,0.14649802446365356,-0.546649158000946,0.0,1.7274549007415771,0.0,0.0,1.0,2.715474636261206e-07,0.0,-0.2207532376050949
364,2.0,0.6931471824645996,0.14533859491348267,-0.5478085875511169,0.0,1.7294589281082153,0.0,0.0,1.0,5.691824611631091e-08,0.0,-0.2234051376581192
365,2.0,0.6931471824645996,0.14418047666549683,-0.5489667057991028,0.0,1.7314629554748535,0.0,0.0,1.0,2.35380662161333e-06,0.0,-0.2260751575231552
366,2.0,0.6931471824645996,0.1430237889289856,-0.550123393535614,0.0,1.7334668636322021,0.0,0.0,1.0,3.9012715546959953e-07,0.0,-0.22878964245319366
367,2.0,0.6931471824645996,0.14186835289001465,-0.551278829574585,0.0,1.7354710102081299,0.0,0.0,1.0,4.3874482713590623e-08,0.0,-0.23153306543827057
368,2.0,0.6931471824645996,0.1407143473625183,-0.5524328351020813,0.0,1.7374749183654785,0.0,0.0,1.0,1.6245415679350117e-07,0.0,-0.23430806398391724
369,2.0,0.6931471824645996,0.13956159353256226,-0.5535855889320374,0.0,1.7394789457321167,0.0,0.0,1.0,-4.163332505413564e-06,0.0,-0.23713213205337524
370,2.0,0.6931471824645996,0.13841015100479126,-0.5547370314598083,0.0,1.7414829730987549,0.0,0.0,1.0,-1.542721633995825e-06,0.0,-0.2399357110261917
371,2.0,0.6931471824645996,0.1372600793838501,-0.5558871030807495,0.0,1.743487000465393,0.0,0.0,1.0,-1.3873822979348915e-07,0.0,-0.24283218383789062
372,2.0,0.6931471824645996,0.13611125946044922,-0.5570359230041504,0.0,1.7454910278320312,0.0,0.0,1.0,2.658556468304596e-06,0.0,-0.24574166536331177
373,2.0,0.6931471824645996,0.13496387004852295,-0.5581833124160767,0.0,1.7474949359893799,0.0,0.0,1.0,-1.0257142548653064e-06,0.0,-0.24868585169315338
374,2.0,0.6931471824645996,0.1338176727294922,-0.5593295097351074,0.0,1.7494990825653076,0.0,0.0,1.0,-2.0122970454394817e-06,0.0,-0.25170692801475525
375,2.0,0.6931471824645996,0.13267290592193604,-0.5604742765426636,0.0,1.7515029907226562,0.0,0.0,1.0,-1.2925184478262963e-07,0.0,-0.2547056972980499
376,2.0,0.6931471824645996,0.13152939081192017,-0.5616177916526794,0.0,1.7535070180892944,0.0,0.0,1.0,3.1423616064785165e-07,0.0,-0.2577630281448364
377,2.0,0.6931471824645996,0.13038718700408936,-0.5627599954605103,0.0,1.7555110454559326,0.0,0.0,1.0,-2.015854505543757e-07,0.0,-0.2608751654624939
378,2.0,0.6931471824645996,0.12924635410308838,-0.5639008283615112,0.0,1.7575149536132812,0.0,0.0,1.0,3.557390471087274e-08,0.0,-0.26402556896209717
379,2.0,0.6931471824645996,0.12810665369033813,-0.5650405287742615,0.0,1.759519100189209,0.0,0.0,1.0,-2.3715935881796213e-09,0.0,-0.2672217786312103
380,2.0,0.6931471824645996,0.1269683837890625,-0.5661787986755371,0.0,1.7615230083465576,0.0,0.0,1.0,4.1977205000875983e-07,0.0,-0.2704574167728424
381,2.0,0.6931471824645996,0.12583136558532715,-0.5673158168792725,0.0,1.7635270357131958,0.0,0.0,1.0,1.837985053043667e-07,0.0,-0.2737373411655426
382,2.0,0.6931471824645996,0.12469565868377686,-0.5684515237808228,0.0,1.765531063079834,0.0,0.0,1.0,2.590966005300288e-06,0.0,-0.2770441174507141
383,2.0,0.6931471824645996,0.12356120347976685,-0.5695859789848328,0.0,1.7675350904464722,0.0,0.0,1.0,2.370407855778467e-06,0.0,-0.2804333567619324
384,2.0,0.6931471824645996,0.1224280595779419,-0.5707191228866577,0.0,1.7695391178131104,0.0,0.0,1.0,1.3280923383263143e-07,0.0,-0.28384560346603394
385,2.0,0.6931471824645996,0.121296226978302,-0.5718509554862976,0.0,1.771543025970459,0.0,0.0,1.0,2.6644854642654536e-06,0.0,-0.28732141852378845
386,2.0,0.6931471824645996,0.12016558647155762,-0.572981595993042,0.0,1.7735471725463867,0.0,0.0,1.0,-1.0909330683261942e-07,0.0,-0.2908594608306885
387,2.0,0.6931471824645996,0.11903631687164307,-0.5741108655929565,0.0,1.7755510807037354,0.0,0.0,1.0,2.126133722413215e-06,0.0,-0.29442301392555237
388,2.0,0.6931471824645996,0.1179082989692688,-0.5752388834953308,0.0,1.7775551080703735,0.0,0.0,1.0,-9.130635447718305e-08,0.0,-0.2980535328388214
389,2.0,0.6931471824645996,0.11678153276443481,-0.5763656497001648,0.0,1.7795591354370117,0.0,0.0,1.0,-1.778695235543637e-08,0.0,-0.30173391103744507
390,2.0,0.6931471824645996,0.11565601825714111,-0.5774911642074585,0.0,1.78156316280365,0.0,0.0,1.0,7.114780764538864e-09,0.0,-0.30550214648246765
391,2.0,0.6931471824645996,0.1145317554473877,-0.5786154270172119,0.0,1.783567190170288,0.0,0.0,1.0,3.7518609588005347e-06,0.0,-0.3092971742153168
392,2.0,0.6931471824645996,0.11340886354446411,-0.5797383189201355,0.0,1.7855710983276367,0.0,0.0,1.0,1.0553591067719026e-07,0.0,-0.31318408250808716
393,2.0,0.6931471824645996,0.11228710412979126,-0.5808600783348083,0.0,1.7875752449035645,0.0,0.0,1.0,3.0273392894741846e-06,0.0,-0.31709545850753784
394,2.0,0.6931471824645996,0.11116671562194824,-0.5819804668426514,0.0,1.789579153060913,0.0,0.0,1.0,1.6363995314350177e-07,0.0,-0.3210891783237457
395,2.0,0.6931471824645996,0.11004751920700073,-0.5830996632575989,0.0,1.7915831804275513,0.0,0.0,1.0,-8.774896542718125e-08,0.0,-0.32515329122543335
396,2.0,0.6931471824645996,0.10892951488494873,-0.5842176675796509,0.0,1.7935872077941895,0.0,0.0,1.0,-5.952699666522676e-07,0.0,-0.3292854130268097
397,2.0,0.6931471824645996,0.10781288146972656,-0.585334300994873,0.0,1.795591115951538,0.0,0.0,1.0,6.640461691631572e-08,0.0,-0.3334956169128418
398,2.0,0.6931471824645996,0.10669738054275513,-0.5864498019218445,0.0,1.7975952625274658,0.0,0.0,1.0,2.32653337661759e-06,0.0,-0.33776259422302246
399,2.0,0.6931471824645996,0.10558325052261353,-0.5875639319419861,0.0,1.7995991706848145,0.0,0.0,1.0,7.944838671392063e-07,0.0,-0.3420989513397217
400,2.0,0.6931471824645996,0.10447025299072266,-0.588676929473877,0.0,1.8016031980514526,0.0,0.0,1.0,1.1680098168653785e-06,0.0,-0.34654688835144043
401,2.0,0.6931471824645996,0.10335850715637207,-0.5897886753082275,0.0,1.8036072254180908,0.0,0.0,1.0,-1.2925184478262963e-07,0.0,-0.35105687379837036
402,2.0,0.6931471824645996,0.10224801301956177,-0.5908991694450378,0.0,1.805611252784729,0.0,0.0,1.0,-1.7431212882002e-06,0.0,-0.3556533455848694
403,2.0,0.6931471824645996,0.10113871097564697,-0.5920084714889526,0.0,1.8076152801513672,0.0,0.0,1.0,-1.8605151126394048e-06,0.0,-0.3603256344795227
404,2.0,0.6931471824645996,0.10003077983856201,-0.5931164026260376,0.0,1.8096191883087158,0.0,0.0,1.0,-2.917060157869855e-07,0.0,-0.3651033043861389
405,2.0,0.6931471824645996,0.09892386198043823,-0.5942233204841614,0.0,1.8116233348846436,0.0,0.0,1.0,1.4585300789349276e-07,0.0,-0.36994317173957825
406,2.0,0.6931471824645996,0.09781831502914429,-0.5953288674354553,0.0,1.8136272430419922,0.0,0.0,1.0,9.960692892718725e-08,0.0,-0.37486645579338074
407,2.0,0.6931471824645996,0.09671396017074585,-0.5964332222938538,0.0,1.8156312704086304,0.0,0.0,1.0,-2.0466852674871916e-06,0.0,-0.3799433410167694
408,2.0,0.6931471824645996,0.09561079740524292,-0.5975363850593567,0.0,1.8176352977752686,0.0,0.0,1.0,-1.4110982249349036e-07,0.0,-0.3850894868373871
409,2.0,0.6931471824645996,0.09450894594192505,-0.5986382365226746,0.0,1.8196392059326172,0.0,0.0,1.0,3.569248292478733e-07,0.0,-0.39035147428512573
410,2.0,0.6931471824645996,0.09340816736221313,-0.5997390151023865,0.0,1.821643352508545,0.0,0.0,1.0,1.2225565342305345e-06,0.0,-0.3957018256187439
411,2.0,0.6931471824645996,0.09230870008468628,-0.6008384823799133,0.0,1.8236472606658936,0.0,0.0,1.0,-2.9218033432698576e-06,0.0,-0.4012102782726288
412,2.0,0.6931471824645996,0.09121036529541016,-0.6019368171691895,0.0,1.8256512880325317,0.0,0.0,1.0,1.861700980043679e-06,0.0,-0.40675631165504456
413,2.0,0.6931471824645996,0.09011328220367432,-0.6030339002609253,0.0,1.82765531539917,0.0,0.0,1.0,-2.3004457716524485e-07,0.0,-0.41250085830688477
414,2.0,0.6931471824645996,0.08901739120483398,-0.6041297912597656,0.0,1.829659342765808,0.0,0.0,1.0,3.62853825208731e-07,0.0,-0.41829583048820496
415,2.0,0.6931471824645996,0.08792269229888916,-0.6052244901657104,0.0,1.8316633701324463,0.0,0.0,1.0,2.8293111427046824e-06,0.0,-0.4242496192455292
416,2.0,0.6931471824645996,0.08682924509048462,-0.606317937374115,0.0,1.833667278289795,0.0,0.0,1.0,-4.968488269696536e-07,0.0,-0.4303528666496277
417,2.0,0.6931471824645996,0.08573687076568604,-0.6074103116989136,0.0,1.8356714248657227,0.0,0.0,1.0,-4.6423942876572255e-06,0.0,-0.43654370307922363
418,2.0,0.6931471824645996,0.08464580774307251,-0.6085013747215271,0.0,1.8376753330230713,0.0,0.0,1.0,-1.5059619329349516e-07,0.0,-0.44292816519737244
419,2.0,0.6931471824645996,0.08355587720870972,-0.6095913052558899,0.0,1.8396793603897095,0.0,0.0,1.0,-6.759042037174368e-08,0.0,-0.4494361877441406
420,2.0,0.6931471824645996,0.08246713876724243,-0.6106800436973572,0.0,1.8416833877563477,0.0,0.0,1.0,-5.573244976631031e-08,0.0,-0.456104576587677
421,2.0,0.6931471824645996,0.08137959241867065,-0.611767590045929,0.0,1.8436874151229858,0.0,0.0,1.0,-1.4585300789349276e-07,0.0,-0.46294865012168884
422,2.0,0.6931471824645996,0.08029323816299438,-0.6128539443016052,0.0,1.845691442489624,0.0,0.0,1.0,2.6253539999743225e-06,0.0,-0.4699200689792633
423,2.0,0.6931471824645996,0.07920807600021362,-0.613939106464386,0.0,1.8476953506469727,0.0,0.0,1.0,-2.6158677428611554e-06,0.0,-0.477090060710907
424,2.0,0.6931471824645996,0.07812398672103882,-0.6150231957435608,0.0,1.8496994972229004,0.0,0.0,1.0,2.525747049730853e-06,0.0,-0.4844458997249603
425,2.0,0.6931471824645996,0.07704120874404907,-0.6161059737205505,0.0,1.851703405380249,0.0,0.0,1.0,1.778695235543637e-07,0.0,-0.4919792413711548
426,2.0,0.6931471824645996,0.07595950365066528,-0.6171876788139343,0.0,1.8537074327468872,0.0,0.0,1.0,-3.836052655969979e-06,0.0,-0.4997204840183258
427,2.0,0.6931471824645996,0.07487905025482178,-0.6182681322097778,0.0,1.8557114601135254,0.0,0.0,1.0,-5.360987415770069e-06,0.0,-0.5076440572738647
428,2.0,0.6931471824645996,0.073799729347229,-0.6193474531173706,0.0,1.857715368270874,0.0,0.0,1.0,-1.3518084074348735e-07,0.0,-0.5158138871192932
429,2.0,0.6931471824645996,0.07272148132324219,-0.6204257011413574,0.0,1.8597195148468018,0.0,0.0,1.0,4.1621467516961275e-07,0.0,-0.5241571664810181
430,2.0,0.6931471824645996,0.07164454460144043,-0.6215026378631592,0.0,1.8617234230041504,0.0,0.0,1.0,1.9079470803262666e-06,0.0,-0.5327525734901428
431,2.0,0.6931471824645996,0.07056868076324463,-0.622578501701355,0.0,1.8637274503707886,0.0,0.0,1.0,-1.8391708636045223e-06,0.0,-0.5415776968002319
432,2.0,0.6931471824645996,0.06949400901794434,-0.6236531734466553,0.0,1.8657314777374268,0.0,0.0,1.0,-1.6719734219350357e-07,0.0,-0.5506709218025208
433,2.0,0.6931471824645996,0.06842046976089478,-0.6247267127037048,0.0,1.867735505104065,0.0,0.0,1.0,-1.2213706668262603e-07,0.0,-0.5600107908248901
434,2.0,0.6931471824645996,0.06734806299209595,-0.6257991194725037,0.0,1.8697395324707031,0.0,0.0,1.0,-1.1905399333045352e-06,0.0,-0.5696498155593872
435,2.0,0.6931471824645996,0.06627684831619263,-0.626870334148407,0.0,1.8717434406280518,0.0,0.0,1.0,1.3043764113263023e-07,0.0,-0.5795281529426575
436,2.0,0.6931471824645996,0.06520670652389526,-0.6279404759407043,0.0,1.8737475872039795,0.0,0.0,1.0,1.6707876966393087e-06,0.0,-0.5897481441497803
437,2.0,0.6931471824645996,0.06413781642913818,-0.6290093660354614,0.0,1.8757514953613281,0.0,0.0,1.0,3.4625264788701315e-07,0.0,-0.6002970337867737
438,2.0,0.6931471824645996,0.06306999921798706,-0.6300771832466125,0.0,1.8777555227279663,0.0,0.0,1.0,-8.620742733000952e-07,0.0,-0.611157238483429
439,2.0,0.6931471824645996,0.06200331449508667,-0.6311438679695129,0.0,1.8797595500946045,0.0,0.0,1.0,-1.6363995314350177e-07,0.0,-0.6223676800727844
440,2.0,0.6931471824645996,0.06093782186508179,-0.6322093605995178,0.0,1.8817634582519531,0.0,0.0,1.0,3.74711788708737e-07,0.0,-0.6339278221130371
441,2.0,0.6931471824645996,0.059873342514038086,-0.6332738399505615,0.0,1.8837676048278809,0.0,0.0,1.0,3.630909759522183e-06,0.0,-0.6459059715270996
442,2.0,0.6931471824645996,0.05881017446517944,-0.6343370079994202,0.0,1.8857715129852295,0.0,0.0,1.0,-1.3873822979348915e-07,0.0,-0.6582573056221008
443,2.0,0.6931471824645996,0.05774801969528198,-0.6353991627693176,0.0,1.8877755403518677,0.0,0.0,1.0,3.675970106087334e-08,0.0,-0.6710572242736816
444,2.0,0.6931471824645996,0.056686997413635254,-0.6364601850509644,0.0,1.8897795677185059,0.0,0.0,1.0,5.928983881631211e-08,0.0,-0.6843104362487793
445,2.0,0.6931471824645996,0.05562710762023926,-0.6375200748443604,0.0,1.891783595085144,0.0,0.0,1.0,-2.0549857708829222e-06,0.0,-0.6980336904525757
446,2.0,0.6931471824645996,0.054568350315093994,-0.6385788321495056,0.0,1.8937876224517822,0.0,0.0,1.0,-2.1889809431741014e-06,0.0,-0.7122429609298706
447,2.0,0.6931471824645996,0.05351072549819946,-0.6396364569664001,0.0,1.8957915306091309,0.0,0.0,1.0,9.486374352718485e-09,0.0,-0.7270231246948242
448,2.0,0.6931471824645996,0.05245411396026611,-0.6406930685043335,0.0,1.8977956771850586,0.0,0.0,1.0,-2.2672434170090128e-06,0.0,-0.742324709892273
449,2.0,0.6931471824645996,0.05139875411987305,-0.6417484283447266,0.0,1.8997995853424072,0.0,0.0,1.0,2.932475354100461e-06,0.0,-0.7582363486289978
