ptnum,id,harmonic_vel_x,harmonic_vel_y,harmonic_vel_z,harmonic_coeff,P_x,P_y,P_z,coexact_vel_x,coexact_vel_y,coexact_vel_z,velocity_x,velocity_y,velocity_z,gamma
1466,0,0.00019753446395043284,-0.0,0.01763533242046833,-0.09902725368738174,-1.866510033607483,0.0,0.022316215559840202,-0.030213020741939545,0.0,0.5817369222640991,-0.030015485361218452,0.0,0.5993722081184387,1.0
1467,0,0.00014034903142601252,-0.0,0.017698578536510468,-0.09933933615684509,-1.8661619424819946,0.0,0.016375139355659485,-0.0394742526113987,0.0,0.5715147852897644,-0.039333902299404144,0.0,0.5892133712768555,1.0
1468,0,8.363619417650625e-05,-0.0,0.01777428388595581,-0.09971650689840317,-1.8657286167144775,0.0,0.010524671524763107,-0.04715673252940178,0.0,0.5634647011756897,-0.04707309603691101,0.0,0.5812389850616455,1.0
1469,0,2.7097137717646547e-05,-0.0,0.017860250547528267,-0.10014708340167999,-1.8652254343032837,0.0,0.0047432598657906055,-0.05335066094994545,0.0,0.5575360655784607,-0.05332356318831444,0.0,0.5753962993621826,1.0
1470,0,-2.9539078241214156e-05,-0.0,0.017954397946596146,-0.10062003880739212,-1.8646669387817383,0.0,-0.0009902912424877286,-0.058122534304857254,0.0,0.5537120699882507,-0.05815207213163376,0.0,0.5716664791107178,1.0
1471,0,-8.652159885969013e-05,-0.0,0.018054723739624023,-0.10112477838993073,-1.8640670776367188,0.0,-0.006697154603898525,-0.061516135931015015,0.0,0.5520089864730835,-0.06160265952348709,0.0,0.5700637102127075,1.0
1472,0,-0.00014408258721232414,-0.0,0.018159255385398865,-0.1016508936882019,-1.8634394407272339,0.0,-0.012398814782500267,-0.06355278939008713,0.0,0.5524774193763733,-0.06369687616825104,0.0,0.5706366896629333,1.0
1473,0,-0.0002024416025960818,-0.0,0.01826603338122368,-0.10218805819749832,-1.8627976179122925,0.0,-0.018117418512701988,-0.06423100084066391,0.0,0.5552034974098206,-0.06443344056606293,0.0,0.5734695196151733,1.0
1474,0,-0.0002618093276396394,-0.0,0.018373077735304832,-0.10272587835788727,-1.8621553182601929,0.0,-0.023876143619418144,-0.06352528184652328,0.0,0.5603119134902954,-0.06378709524869919,0.0,0.5786849856376648,1.0
1475,0,-0.00032239031861536205,-0.0,0.018478335812687874,-0.10325363278388977,-1.861526608467102,0.0,-0.02969960868358612,-0.06138418987393379,0.0,0.5679711103439331,-0.061706580221652985,0.0,0.5864494442939758,1.0
1476,0,-0.00038438616320490837,-0.0,0.018579676747322083,-0.10376021265983582,-1.8609262704849243,0.0,-0.035614337772130966,-0.05772743374109268,0.0,0.5783984661102295,-0.05811182036995888,0.0,0.5969781279563904,1.0
1477,0,-0.0004440111806616187,-0.0,0.018620925024151802,-0.1039854884147644,-1.8603886365890503,0.0,-0.041564106941223145,-0.04816185683012009,0.0,0.5707049369812012,-0.048605866730213165,0.0,0.5893258452415466,1.0
1478,0,-0.0005013784393668175,-0.0,0.018633713945746422,-0.10407154262065887,-1.8599525690078735,0.0,-0.04739589989185333,-0.038318075239658356,0.0,0.5586312413215637,-0.03881945461034775,0.0,0.5772649645805359,1.0
1479,0,-0.0005572850350290537,-0.0,0.0186340119689703,-0.10409237444400787,-1.8596082925796509,0.0,-0.05311388522386551,-0.029663875699043274,0.0,0.5479134321212769,-0.030221160501241684,0.0,0.5665473937988281,1.0
1480,0,-0.0006118112942203879,-0.0,0.018623389303684235,-0.10405614972114563,-1.8593443632125854,0.0,-0.05873100087046623,-0.022123154252767563,0.0,0.5384516716003418,-0.02273496612906456,0.0,0.5570750832557678,1.0
1481,0,-0.0006650460418313742,-0.0,0.018603339791297913,-0.10397063940763474,-1.8591500520706177,0.0,-0.06425923109054565,-0.015631811693310738,0.0,0.5301528573036194,-0.016296857967972755,0.0,0.5487562417984009,1.0
1482,0,-0.0007170839817263186,-0.0,0.018575262278318405,-0.103843092918396,-1.8590151071548462,0.0,-0.06970968097448349,-0.010136223398149014,0.0,0.5229305028915405,-0.010853307321667671,0.0,0.541505753993988,1.0
1483,0,-0.0007680262788198888,-0.0,0.018540512770414352,-0.1036805659532547,-1.8589298725128174,0.0,-0.0750926285982132,-0.005592116620391607,0.0,0.5167022347450256,-0.006360142957419157,0.0,0.5352427363395691,1.0
1484,0,-0.0008179778233170509,-0.0,0.018500374630093575,-0.10348973423242569,-1.8588849306106567,0.0,-0.08041757345199585,-0.001963365124538541,0.0,0.5113910436630249,-0.0027813429478555918,0.0,0.5298914313316345,1.0
1485,0,-0.0008670489769428968,-0.0,0.0184561088681221,-0.10327713191509247,-1.858871340751648,0.0,-0.08569325506687164,0.0007788455113768578,0.0,0.5069225430488586,-8.820348739391193e-05,0.0,0.5253787040710449,1.0
1486,0,-0.0009153530118055642,-0.0,0.018408918753266335,-0.10304903239011765,-1.8588802814483643,0.0,-0.09092771261930466,0.0026569797191768885,0.0,0.5032261610031128,0.0017416266491636634,0.0,0.5216350555419922,1.0
1487,0,-0.0009630074491724372,-0.0,0.018359985202550888,-0.10281159728765488,-1.8589032888412476,0.0,-0.09612829238176346,0.003687808522954583,0.0,0.5002330541610718,0.002724801190197468,0.0,0.5185930728912354,1.0
1488,0,-0.0010101356310769916,-0.0,0.018310505896806717,-0.10257105529308319,-1.8589320182800293,0.0,-0.10130168497562408,0.003882954828441143,0.0,0.4978747069835663,0.0028728190809488297,0.0,0.5161852240562439,1.0
1489,0,-0.001056862878613174,-0.0,0.01826161891222,-0.10233338922262192,-1.8589580059051514,0.0,-0.10645389556884766,0.0032497888896614313,0.0,0.4960850179195404,0.002192926127463579,0.0,0.5143466591835022,1.0
1490,0,-0.0011033212067559361,-0.0,0.018214501440525055,-0.10210473835468292,-1.8589731454849243,0.0,-0.11159028857946396,0.0017916795331984758,0.0,0.4947965741157532,0.0006883583264425397,0.0,0.5130110383033752,1.0
1491,0,-0.0011496463557705283,-0.0,0.01817031018435955,-0.1018911600112915,-1.8589690923690796,0.0,-0.11671556532382965,-0.0004912642179988325,0.0,0.4939422011375427,-0.0016409105155616999,0.0,0.5121124982833862,1.0
1492,0,-0.0011959801195189357,-0.0,0.018130214884877205,-0.10169883072376251,-1.8589376211166382,0.0,-0.12183376401662827,-0.0036018036771565676,0.0,0.4934532642364502,-0.004797783680260181,0.0,0.5115834474563599,1.0
1493,0,-0.0012424694141373038,-0.0,0.018095392733812332,-0.1015339121222496,-1.8588703870773315,0.0,-0.12694823741912842,-0.007544996216893196,0.0,0.4932599663734436,-0.008787465281784534,0.0,0.5113553404808044,1.0
1494,0,-0.0012892663944512606,-0.0,0.018067024648189545,-0.10140261799097061,-1.8587590456008911,0.0,-0.1320616453886032,-0.01232769712805748,0.0,0.49329081177711487,-0.013616964221000671,0.0,0.511357843875885,1.0
1495,0,-0.0013368978397920728,-0.0,0.018049778416752815,-0.1013297289609909,-1.858595371246338,0.0,-0.13717947900295258,-0.01787853240966797,0.0,0.4956012964248657,-0.019215431064367294,0.0,0.5136510729789734,1.0
1496,0,-0.0013867507223039865,-0.0,0.018046850338578224,-0.10133347660303116,-1.8583728075027466,0.0,-0.14235658943653107,-0.023888811469078064,0.0,0.5032942891120911,-0.025275561958551407,0.0,0.5213411450386047,1.0
1497,0,-0.0014355741441249847,-0.0,0.018006445840001106,-0.10113499313592911,-1.858096957206726,0.0,-0.14754846692085266,-0.02967207320034504,0.0,0.49567821621894836,-0.031107647344470024,0.0,0.5136846303939819,1.0
1498,0,-0.0014819552889093757,-0.0,0.017976941540837288,-0.1009824201464653,-1.8577499389648438,0.0,-0.15262387692928314,-0.03668690845370293,0.0,0.4835333228111267,-0.03816886246204376,0.0,0.5015102624893188,1.0
1499,0,-0.0015281799715012312,-0.0,0.017959415912628174,-0.1008928120136261,-1.8573359251022339,0.0,-0.15758094191551208,-0.04297696053981781,0.0,0.4720572829246521,-0.04450514167547226,0.0,0.4900166988372803,1.0
1500,0,-0.0015742940595373511,-0.0,0.01795271784067154,-0.10086014866828918,-1.8568620681762695,0.0,-0.16242645680904388,-0.048587214201688766,0.0,0.4612445533275604,-0.05016150698065758,0.0,0.47919726371765137,1.0
1501,0,-0.001620330847799778,-0.0,0.017955729737877846,-0.10087854415178299,-1.8563348054885864,0.0,-0.16716711223125458,-0.05355945974588394,0.0,0.4510869085788727,-0.055179789662361145,0.0,0.46904265880584717,1.0
1502,0,-0.0016663188580423594,-0.0,0.017967425286769867,-0.10094261169433594,-1.8557604551315308,0.0,-0.17180949449539185,-0.05793217197060585,0.0,0.44157344102859497,-0.059598490595817566,0.0,0.45954084396362305,1.0
1503,0,-0.0017122782301157713,-0.0,0.017986828461289406,-0.10104718804359436,-1.855144739151001,0.0,-0.17636005580425262,-0.06174083799123764,0.0,0.432691365480423,-0.06345311552286148,0.0,0.45067816972732544,1.0
1504,0,-0.001758220954798162,-0.0,0.01801300048828125,-0.10118734836578369,-1.8544931411743164,0.0,-0.1808251291513443,-0.06501802802085876,0.0,0.42442670464515686,-0.06677624583244324,0.0,0.4424397051334381,1.0
1505,0,-0.0018041565781459212,-0.0,0.018045082688331604,-0.101358562707901,-1.8538109064102173,0.0,-0.18521086871623993,-0.06779345124959946,0.0,0.41676434874534607,-0.06959760934114456,0.0,0.4348094165325165,1.0
1506,0,-0.0018500867299735546,-0.0,0.01808224618434906,-0.10155642777681351,-1.8531028032302856,0.0,-0.18952327966690063,-0.0700942724943161,0.0,0.4096885919570923,-0.07194436341524124,0.0,0.42777082324028015,1.0
1507,0,-0.0018960083834826946,-0.0,0.018123699352145195,-0.10177677869796753,-1.852373480796814,0.0,-0.1937682032585144,-0.07194516807794571,0.0,0.4031834006309509,-0.07384117692708969,0.0,0.4213070869445801,1.0
1508,0,-0.0019419142045080662,-0.0,0.01816869154572487,-0.1020156666636467,-1.8516273498535156,0.0,-0.1979512870311737,-0.07336846739053726,0.0,0.3972325325012207,-0.07531037926673889,0.0,0.4154012203216553,1.0
1509,0,-0.0019877913873642683,-0.0,0.01821650005877018,-0.1022692620754242,-1.850868582725525,0.0,-0.20207802951335907,-0.07438436895608902,0.0,0.3918197751045227,-0.0763721615076065,0.0,0.41003626585006714,1.0
1510,0,-0.0020336261950433254,-0.0,0.018266454339027405,-0.10253404825925827,-1.8501012325286865,0.0,-0.2061537653207779,-0.07501088827848434,0.0,0.386928915977478,-0.07704450935125351,0.0,0.4051953852176666,1.0
1511,0,-0.0020793986041098833,-0.0,0.018317896872758865,-0.10280653834342957,-1.8493289947509766,0.0,-0.21018363535404205,-0.07526419311761856,0.0,0.3825441002845764,-0.07734359055757523,0.0,0.4008619785308838,1.0
1512,0,-0.0021250846330076456,-0.0,0.018370186910033226,-0.10308337956666946,-1.848555564880371,0.0,-0.21417264640331268,-0.07515866309404373,0.0,0.37864959239959717,-0.07728374749422073,0.0,0.39701980352401733,1.0
1513,0,-0.0021706586703658104,-0.0,0.018422724679112434,-0.10336142033338547,-1.8477845191955566,0.0,-0.2181256264448166,-0.07470689713954926,0.0,0.3752301335334778,-0.07687755674123764,0.0,0.39365285634994507,1.0
1514,0,-0.0022160899825394154,-0.0,0.018474915996193886,-0.10363754630088806,-1.8470191955566406,0.0,-0.22204723954200745,-0.07391995191574097,0.0,0.3722705841064453,-0.0761360451579094,0.0,0.39074549078941345,1.0
1515,0,-0.002261344576254487,-0.0,0.018526189029216766,-0.10390874743461609,-1.8462629318237305,0.0,-0.22594201564788818,-0.07280737906694412,0.0,0.3697562515735626,-0.07506871968507767,0.0,0.38828244805336,1.0
1516,0,-0.0023063861299306154,-0.0,0.018575990572571754,-0.10417214781045914,-1.845518946647644,0.0,-0.2298143208026886,-0.07137727737426758,0.0,0.36767271161079407,-0.07368366420269012,0.0,0.38624870777130127,1.0
1517,0,-0.00235117319971323,-0.0,0.018623776733875275,-0.10442488640546799,-1.8447903394699097,0.0,-0.23366837203502655,-0.0696365013718605,0.0,0.3660057485103607,-0.07198767364025116,0.0,0.3846295475959778,1.0
1518,0,-0.0023956596851348877,-0.0,0.018668999895453453,-0.10466411709785461,-1.8440802097320557,0.0,-0.23750823736190796,-0.06759066879749298,0.0,0.3647412955760956,-0.06998632848262787,0.0,0.3834103047847748,1.0
1519,0,-0.002439799951389432,-0.0,0.018711159005761147,-0.1048872098326683,-1.8433916568756104,0.0,-0.241337850689888,-0.06524411588907242,0.0,0.36386555433273315,-0.06768392026424408,0.0,0.38257670402526855,1.0
