radius_index,radius,interior,theta_count,analytical_dr_theta_mean,analytical_dr_theta_std,analytical_dr_theta_min,analytical_dr_theta_max,analytical_dr_theta_range,analytical_dtheta_theta_mean,analytical_dtheta_theta_std,analytical_dtheta_theta_min,analytical_dtheta_theta_max,analytical_dtheta_theta_range,analytical_speed_theta_mean,analytical_speed_theta_std,analytical_speed_theta_min,analytical_speed_theta_max,analytical_speed_theta_range,discrete_dr_theta_mean,discrete_dr_theta_std,discrete_dr_theta_min,discrete_dr_theta_max,discrete_dr_theta_range,discrete_dtheta_theta_mean,discrete_dtheta_theta_std,discrete_dtheta_theta_min,discrete_dtheta_theta_max,discrete_dtheta_theta_range,discrete_speed_theta_mean,discrete_speed_theta_std,discrete_speed_theta_min,discrete_speed_theta_max,discrete_speed_theta_range
228,1.7509017111836391,1,55,2.6426957360812816e-07,3.1892894794122783e-07,-5.704042001009653e-07,3.880629300341314e-07,9.584671301350967e-07,0.00299697494184478,5.284951748266055e-06,0.002994696782292384,0.003010814017874586,1.6117235582202138e-05,0.0029969749704488553,5.2849614632724844e-06,0.002994696797548358,0.003010814071906643,1.6117274358285177e-05,-0.00018819963616668954,0.008906790370073244,-0.01705506266642285,0.020452589588953306,0.03750765225537615,0.0024109611615718623,0.009710055060533556,-0.019154921354635878,0.026468700189746418,0.04562362154438229,0.011988010591044594,0.005979284143581627,0.0019636628939866344,0.02677079810582385,0.024807135211837215
229,1.755511041857965,1,55,-1.6271546179443682e-07,1.9698328224934803e-07,-4.3184420721095244e-07,3.6851102331701386e-09,4.3552931744412256e-07,0.002319719531589453,8.046496288024274e-06,0.0023107004525710602,0.002327064774670427,1.636432209936676e-05,0.0023197195457131292,8.046480927180296e-06,0.0023107004598783972,0.002327064774673113,1.636431479471595e-05,-2.232306328406559e-05,0.00901359776890636,-0.01674319326416783,0.019932853537648072,0.0366760468018159,0.001619688246883073,0.009907010702543182,-0.020794953396731923,0.0253555753953094,0.046150528792041325,0.011901382486917385,0.006354115913034689,0.00047523943677320796,0.025540151549328725,0.02506491211255552
230,1.760120159735632,1,55,2.653272729901666e-06,2.316878497883967e-07,2.1545094887135405e-06,2.9728924067044774e-06,8.183829179909369e-07,0.0016913366942896998,1.7287211949082792e-05,0.001658967574827106,0.0017014192407344745,4.245166590736852e-05,0.0016913387900277048,1.7287337297540337e-05,0.0016589702383827461,0.0017014214212035168,4.2451182820770665e-05,0.00011542614914743731,0.00913811159996136,-0.016404152522169195,0.019433031730858287,0.03583718425302748,0.0008219738263191238,0.010189307662097535,-0.022330160891557267,0.024510063073650258,0.046840223965207525,0.011959842242414557,0.006706579750502109,0.0010140869788389936,0.027253983243944034,0.02623989626510504
231,1.7647294939599718,1,55,-1.5809827756909318e-06,6.874431164391233e-07,-2.0218785784438746e-06,-4.221081976652121e-07,1.5997703807786624e-06,0.0009850579993305462,9.114047048550009e-06,0.000979173981929883,0.0010003761278278268,2.1202145897943796e-05,0.0009850595158733904,9.113186630325374e-06,0.0009791760692263968,0.0010003762168819923,2.1200147655595514e-05,0.00023816840042885094,0.009243374057828935,-0.01603788842419539,0.019430635827125987,0.03546852425132138,6.024027474909731e-05,0.010529640728417375,-0.023483304854326027,0.024125761123788562,0.04760906597811459,0.012119030742546288,0.007035818700149516,0.0012776310475163958,0.028523538935936364,0.02724590788841997
232,1.7693386079624196,1,55,5.990415268271514e-07,1.5018638872666583e-07,2.5492581374293146e-07,6.759268578234706e-07,4.210010440805391e-07,0.0003538229707243823,4.892090879473468e-06,0.0003430082997878412,0.000356412605092157,1.34043053043158e-05,0.0003538235069582474,4.892289430250471e-06,0.00034300839453625735,0.00035641324597237005,1.3404851436112704e-05,0.00024207784884457695,0.009144781411781173,-0.015644460877763854,0.018701297788299893,0.03434575866606375,-0.000686740299288717,0.01088836554197475,-0.02400454453851816,0.024786899362798136,0.048791443901316296,0.012260150810331485,0.0072389534655513685,0.0008160753038145445,0.028914769626994134,0.028098694323179588
233,1.7739479686337096,1,55,-2.0645787687809802e-06,1.2479959302288452e-06,-5.045585766092348e-06,-1.301972326443082e-06,3.7436134396492653e-06,-0.000328708037322577,9.135633726449121e-06,-0.00034016241501806904,-0.0003205350714559871,1.962734356208192e-05,0.00032871697433957327,9.132598995641726e-06,0.0003205399212703741,0.00034016490668391155,1.962498541353743e-05,0.00021211761274756062,0.009063895616352664,-0.01563877234340984,0.018684060932640148,0.034322833276049985,-0.001378517321337112,0.011294910435940502,-0.024453512634771284,0.025845201326583394,0.05029871396135468,0.012471256789735137,0.007492814122304387,0.0006667962837911657,0.02926094242181646,0.028594146138025293
234,1.7785570698216622,1,55,-1.1101080564404968e-07,2.6307303183919453e-07,-5.63315512290151e-07,1.8621831596425724e-07,7.495338282544083e-07,-0.000978084025380142,9.417673805472263e-06,-0.0009860518316366594,-0.0009661776661502566,1.9874165486402813e-05,0.0009780840675637685,9.417621380199178e-06,0.0009661778303277597,0.0009860518318415019,1.9874001513742168e-05,0.00013488587452065433,0.00898774260727759,-0.016198053927029568,0.019414908007720416,0.035612961934749984,-0.0019750570406934943,0.011697906867500404,-0.024830141534622235,0.026746590386159827,0.05157673192078206,0.012727242469214589,0.007717310794463619,0.0009260414337692869,0.029560183561049284,0.028634142127279997
235,1.7831664232849933,1,55,5.269608825914999e-07,1.3069188455610444e-07,4.504373679179305e-07,7.506476579986332e-07,3.0021029008070276e-07,-0.0016286809039984314,1.6777370236148189e-06,-0.0016315520868897366,-0.0016277003974581286,3.851689431607968e-06,0.001628680994441843,1.677785069457869e-06,0.0016277004598231292,0.0016315522595576038,3.851799734474635e-06,6.304830218747147e-05,0.008964669510336294,-0.016720868625772673,0.020192187807060533,0.036913056432833206,-0.002554999571430784,0.012103983056348841,-0.026232361821066138,0.027491178664794835,0.05372354048586098,0.013054749472816214,0.007935818757907595,0.0007743105859022934,0.02981115263609549,0.029036842050193197
236,1.7877755099136479,1,55,-3.8900471106499103e-07,9.68126041419735e-08,-6.023926491033145e-07,-3.330362932479163e-07,2.693563558553982e-07,-0.0022841199166626757,7.630426579957262e-06,-0.0022878481426063025,-0.0022679546875328215,1.9893455073481062e-05,0.0022841199518850953,7.630413008491108e-06,0.0022679547499920346,0.002287848166855335,1.9893416863300383e-05,5.59595320217748e-06,0.008979662728091272,-0.017207147547933246,0.02101580172771609,0.038222949275649336,-0.003194123621696095,0.012392959594479556,-0.02921095124526751,0.0280788888123909,0.057289840057658414,0.013335617210367098,0.008159875052021603,0.0016349114382520188,0.03215880118733872,0.030523889749086704
237,1.792384641415053,1,55,-2.630209502110382e-06,1.838563941464475e-07,-3.0204032169605774e-06,-2.543296279062005e-06,4.771069378985725e-07,-0.00296120545035282,3.0076096618230496e-06,-0.0029626234768408174,-0.00295482517293334,7.798303907477575e-06,0.002961206624342907,3.0074354550324064e-06,0.0029548267163909325,0.0029626245687716015,7.797852380669011e-06,-4.991808878497571e-05,0.009050006803126598,-0.0176569204860864,0.02188582810100499,0.03954274858709139,-0.0038398858208759635,0.01263976344861962,-0.031931683463488736,0.028509783936446823,0.060441467399935556,0.013653452146527877,0.008366403205029264,0.002647190520491091,0.03481037258976861,0.03216318206927752
238,1.7969939735421432,1,55,-4.941289765602483e-07,1.7469815834718733e-07,-5.611204683168955e-07,-3.637855972368081e-08,5.247419085932147e-07,-0.0035934987930677674,7.366526025165763e-07,-0.0035937803502501084,-0.0035915696720319953,2.2106782181130664e-06,0.0035934988312842117,7.366671252039354e-07,0.0035915696722206856,0.0035937803940195756,2.2107217988900744e-06,-9.007797862271533e-05,0.009160339190156254,-0.01807021351527474,0.02280230228955005,0.04087251580482479,-0.004546281381139674,0.012763418780486273,-0.0343946703056789,0.028783847223723354,0.06317851752940226,0.01391480745890262,0.008594858629737906,0.0035560157106889756,0.03725065958554069,0.033694643874851715
239,1.8016030844309312,1,55,-6.588583912023304e-07,4.200682769886612e-08,-7.448567919785181e-07,-5.653312199021294e-07,1.7952557207638866e-07,-0.004283807395164061,3.3898016944632137e-06,-0.004284909995967871,-0.004269703233869847,1.5206762098023824e-05,0.0042838074460397274,3.3897981313758063e-06,0.004269703298792428,0.004284910033302208,1.5206734509779635e-05,-0.0001178253130652502,0.00932310870637015,-0.018446978204557922,0.02376511771295509,0.042212095917513015,-0.005226238757712378,0.012838334393467868,-0.03659965843128006,0.028901049557077528,0.06550070798835758,0.014152956616086176,0.008874934328179077,0.003314021032015519,0.03947144690391007,0.03615742587189455
240,1.806212431958497,1,55,-3.2937735987037208e-06,1.647851318212461e-07,-3.386649744584585e-06,-2.8231824173061744e-06,5.634673272784104e-07,-0.004880922791334721,4.62988806772689e-06,-0.004896923663476789,-0.004879069743170397,1.7853920306391824e-05,0.00488092390554451,4.629818251519906e-06,0.004879070893201533,0.004896924834386437,1.7853941184904285e-05,-0.00015153701103518466,0.009535329536873511,-0.01878726113161755,0.02464094723647806,0.043428208368095605,-0.005885811873139051,0.012788941514064097,-0.03763651931562411,0.02886142495378497,0.06649794426940908,0.01442598285262453,0.009002016331600695,0.002725492037184284,0.04054282336153217,0.037817331324347885
241,1.8108215256021745,1,55,1.9902261307926608e-06,7.713010370559943e-09,1.9507811884380287e-06,1.9926237870638796e-06,4.184259862585095e-08,-0.005573723774445932,3.6512404199358923e-06,-0.005575645114267166,-0.0055652667166855635,1.0378397581602312e-05,0.005573724129778407,3.6512416924954867e-06,0.005565267058587158,0.00557564547011595,1.037841152879207e-05,-0.00015458175233052165,0.009690451177165755,-0.019091028783704788,0.024426592085646032,0.04351762086935082,-0.0065279992666110375,0.012612232156650152,-0.037279979257075616,0.028664964059062756,0.06594494331613837,0.01473630557814241,0.008857381771207,0.0023250401936468013,0.040215210028575955,0.037890169834929155
242,1.8154308902419227,1,55,-1.0127255094307969e-07,1.4051061535267552e-07,-6.573412194444847e-07,1.554781023419444e-07,8.128193217864292e-07,-0.006193172547006188,3.985984411122376e-06,-0.0062129017392118235,-0.00619215420678568,2.074753242614375e-05,0.006193172549426838,3.985986464267107e-06,0.0061921542072793405,0.006212901741154999,2.074753387565874e-05,-0.00014910174992896683,0.009891334407604925,-0.01935829788872675,0.024205861041041773,0.04356415892976852,-0.007165239675350306,0.012451796474925352,-0.03681968981350794,0.028311660460257595,0.06513135027376553,0.015127339122060506,0.008684021754881562,0.002115010261987807,0.039792107534825705,0.0376770972728379
243,1.8200399978686155,1,55,-1.0111153070767997e-06,3.071721725373534e-07,-1.3594023884600753e-06,-7.19475096280909e-07,6.399272921791663e-07,-0.006882094958160103,1.4500290396947113e-06,-0.006883503489797569,-0.006880362570087881,3.140919709688182e-06,0.006882095039282859,1.450070382504446e-06,0.006880362607716469,0.0068835036239275485,3.1410162110792617e-06,-0.00012155181633482336,0.010119670277392105,-0.021329910381838388,0.023978775301991495,0.04530868568382988,-0.007793580434599787,0.012308222189877415,-0.036255710703763586,0.027801549686843965,0.06405726039060755,0.01554758807980832,0.008539744477076412,0.0022358074185348667,0.03927413155781099,0.03703832413927612
244,1.8246493305215956,1,55,-2.3810829264207297e-07,1.8580485514137236e-07,-3.2739373915394864e-07,2.1251725721911596e-07,5.399109963730646e-07,-0.007502099127488794,1.714938951281345e-06,-0.0075061035744642245,-0.007501312158331696,4.791416132528259e-06,0.0075020991335686335,1.7149377549691377e-06,0.007501312164905767,0.007506103577454388,4.791412548620783e-06,-1.2569165060462138e-05,0.0102494346104397,-0.020256544574289017,0.023745318723099547,0.04400186329738856,-0.008452809820966495,0.012075143944830898,-0.03558798218227496,0.027134554720343543,0.0627225369026185,0.01588425625767622,0.008366634097166994,0.002675979239764446,0.03866195395958457,0.035985974719820124
245,1.8292584545019843,1,55,-9.97988239145935e-07,1.6014809436061065e-07,-1.3439586647928198e-06,-9.1353362304602e-07,4.3042504174679987e-07,-0.008155972974137088,5.642779002625707e-06,-0.008159108300459681,-0.008144887023115055,1.4221277344626457e-05,0.008155973036781623,5.642758944918678e-06,0.008144887097415308,0.008159108351689247,1.4221254273938735e-05,8.880577137024893e-05,0.010327367979801017,-0.01994105439331966,0.023505505539099143,0.043446559932418805,-0.009143501661002354,0.011748767800381425,-0.03481657145147866,0.026310746532581867,0.06112731798406053,0.016122749849171867,0.008267800227890648,0.002036331658929003,0.03795655158540514,0.035920219926476135
246,1.8338677814887319,1,55,-1.473398172757505e-06,2.8240551027192e-07,-2.158266229556201e-06,-1.3535354292111853e-06,8.047308003450158e-07,-0.008787369777872282,6.053956075850438e-06,-0.00879070147264677,-0.008775321903875267,1.5379568771503246e-05,0.008787369905930575,6.053961348271062e-06,0.00877532201020505,0.008790701576895994,1.5379566690943564e-05,0.00018346840217126566,0.01045368890720575,-0.020062295811406436,0.0232593173535194,0.04332161316492583,-0.009807031423474938,0.011396642822863257,-0.03394139644634002,0.025330065746485123,0.05927146219282514,0.016492804335159903,0.00796002578879667,0.0024437579146664337,0.03715899887720838,0.03471524096254195
247,1.8384769085344053,1,55,1.3604080390790277e-07,8.601556228804473e-08,-1.9021905959267208e-08,4.130104767417411e-07,4.320323827010083e-07,-0.009424923787268405,1.5469977083108343e-06,-0.009429551158713082,-0.009421552855943717,7.998302769365515e-06,0.009424923788642412,1.5469996198381029e-06,0.009421552855962226,0.009429551167727162,7.998311764935429e-06,0.0002519440991040836,0.010609658614842423,-0.0201470424940295,0.023006774864965857,0.04315381735899536,-0.01042959619327941,0.0110783269683813,-0.03296255408063498,0.02419258158915895,0.05715513566979393,0.016885268085295096,0.00768256849064953,0.003948719001940244,0.0362708154920107,0.03232209649007046
248,1.8430862388256535,1,55,3.1129912446382182e-06,9.006467548911011e-07,2.714590593509964e-06,6.035858258794749e-06,3.321267665284785e-06,-0.010066290753542517,1.158730049368493e-05,-0.01009077075752886,-0.010060185793449748,3.058496407911185e-05,0.010066291274821502,1.1587610620633456e-05,0.010060186159889269,0.01009077256250037,3.058640261110156e-05,0.0002538403508923585,0.01075694748073629,-0.020813053974441605,0.022747855607460617,0.04356090958190222,-0.011007042026808472,0.010773218700466906,-0.031879936274112564,0.02289820973224523,0.05477814600635779,0.01722314828324269,0.00750711213373772,0.0031512742453155477,0.035293688643796485,0.03214241439848094
249,1.847695344821795,1,55,1.6444732803108947e-06,9.55902093204052e-07,-3.823280835355195e-07,2.171783073036042e-06,2.554111156571562e-06,-0.01071301783656146,1.1312793220304249e-05,-0.010735274808940477,-0.010699320918759723,3.595389018075379e-05,0.010713018005371151,1.131284266258048e-05,0.010699320925576994,0.010735275028480621,3.595410290362783e-05,0.00023080242000487526,0.010899134028266057,-0.021837895370459895,0.022482585507854373,0.044320480878314264,-0.011639780702853852,0.010423596716200769,-0.03069365856875385,0.0214470618943809,0.052140720463134754,0.017552561435792174,0.007408632983111595,0.002351572652818103,0.03422995001533243,0.03187837736251433
250,1.8523044725899294,1,55,4.028826502789549e-07,3.1381782101146033e-07,1.3462249639287458e-07,9.151296130202185e-07,7.805071166273439e-07,-0.011342050980994825,2.1869345988946876e-06,-0.01134534347690139,-0.011340532538809962,4.8109380914283795e-06,0.011342050992488951,2.186948802566444e-06,0.011340532540895128,0.01134534351374695,4.810972851822595e-06,0.000284099168529923,0.011018569590895885,-0.02155952509497895,0.0222109508763577,0.04377047597133665,-0.012277439951675793,0.010090328775411267,-0.029403666892965735,0.01983908666535555,0.049242753558321285,0.017911646540822536,0.007294708556653414,0.002322557376564758,0.03308234860539918,0.030759791228834422
251,1.856913813836616,1,55,-7.778459504020229e-07,1.0523316507749196e-07,-8.201762064266985e-07,-7.393369529415524e-08,7.462425111325433e-07,-0.012000393019010224,2.1510446629687387e-06,-0.012004494317144914,-0.011997085277602394,7.409039542520188e-06,0.01200039304468066,2.151046464852598e-06,0.011997085299397955,0.012004494317372586,7.4090179746303525e-06,0.00037766091499423325,0.011141871379433009,-0.02089251063626381,0.021932943601223758,0.04282545423748757,-0.012909795312691989,0.009800550007329161,-0.02829875200347333,0.01807417054155709,0.04637292254503042,0.018313091495485566,0.007185276678199692,0.0030947865290993316,0.03245164881593781,0.029356862286838478
252,1.861522928023314,1,55,4.649401085571896e-06,7.171149731623154e-07,4.328612353595023e-06,6.360853747237034e-06,2.0322413936420115e-06,-0.012644975639554567,8.233911278521563e-06,-0.012662459968439423,-0.012626193037008987,3.626693143043633e-05,0.012644976514826088,8.233644662628136e-06,0.012626194638950376,0.01266246095673512,3.6266317784744775e-05,0.00047885791244805365,0.011294126879259644,-0.021363899531188574,0.023140089390512066,0.04450398892170064,-0.013521640104193261,0.00958440347248151,-0.030001307362970003,0.016152554648100875,0.04615386201107088,0.018718644978830003,0.007217650452349069,0.0042586675545834875,0.033926021231590726,0.02966735367700724
253,1.8661322628937815,1,55,-1.71349824355793e-07,1.265550030176874e-07,-6.542019627049962e-07,1.5026264200965938e-07,8.044646047146555e-07,-0.013271416601306481,6.183917904403521e-06,-0.01329339839681458,-0.013266675771623014,2.6722625191566776e-05,0.013271416603016287,6.183917398102813e-06,0.01326667578774969,0.01329339839765563,2.6722609905939845e-05,0.000607866740322909,0.011441888828768816,-0.020302331630329188,0.02483646033327134,0.04513879196360053,-0.014057818522452675,0.009365707000947063,-0.030412509186356036,0.013561878458644313,0.04397438764500035,0.019055809939654663,0.007314448627576538,0.005214766217281008,0.034183395722359296,0.028968629505078287
254,1.8707413624003266,1,55,3.3678584809220616e-06,1.2118651502520786e-07,3.310908879217081e-06,3.6758447186761362e-06,3.649358394590552e-07,-0.013919684837795616,2.3544576982348045e-06,-0.013924518694284878,-0.013918445429617166,6.0732646677118945e-06,0.013919685245744039,2.354485265349998e-06,0.013918445823791549,0.013924519178986397,6.073355194848029e-06,0.0006979472594027473,0.011535178378931941,-0.020099144165272514,0.02656717246907912,0.04666631663435163,-0.01452414219746849,0.00915343721798769,-0.030804924257646776,0.010718280861287819,0.04152320511893459,0.01930281740022344,0.0074622269129426015,0.00444764573384425,0.034423620730961585,0.029975974997117336
255,1.875350719467305,1,55,-3.9504320175877957e-07,1.8733698679446995e-07,-7.164998688106096e-07,1.1836239021164656e-07,8.348622590222561e-07,-0.01457490765992955,8.202589767105202e-07,-0.014580851203562017,-0.01457455209388046,6.29910968155678e-06,0.014574907666487301,8.202571468790472e-07,0.01457455211146804,0.01458085120404243,6.299092574388668e-06,0.0007775406824345514,0.011484046113981893,-0.018969142954646544,0.028332442438936074,0.04730158539358262,-0.014890199189857206,0.008776086923636744,-0.031178583399842277,0.007689678739511122,0.0388682621393534,0.01937702348165816,0.007467032828173689,0.0037466246709476577,0.035644602534867155,0.0318979778639195
256,1.8799598226950924,1,55,-2.0722535221273093e-06,6.209139416175523e-08,-2.2409088320752532e-06,-2.0385477727047565e-06,2.023610593704967e-07,-0.015203603682695159,4.593162085932253e-06,-0.015213802248081994,-0.015194733418143893,1.906882993810144e-05,0.015203603824046268,4.593161807005984e-06,0.015194733570150583,0.015213802412902785,1.9068842752201914e-05,0.0008050735758640997,0.011465766335741884,-0.018496127922720904,0.030132112209202717,0.04862824013192362,-0.015284147245493197,0.00850013322782298,-0.03228904729275728,0.005464959400429379,0.037754006693186654,0.019525550306353164,0.007531417414744452,0.003202103787145808,0.03711925181471951,0.0339171480275737
257,1.8845691811510652,1,55,6.228040859312033e-07,1.686408947158855e-07,1.756527060332017e-07,8.778951993778157e-07,7.02242493344614e-07,-0.015848945873631656,4.220743815531012e-06,-0.015850718411653187,-0.01583624021777662,1.4478193876565904e-05,0.01584894588676638,4.220741642669698e-06,0.0158362402420755,0.015850718425136696,1.447818306119647e-05,0.0007966211801651791,0.011452936863106899,-0.01934731590718623,0.030480542851880364,0.04982785875906659,-0.01566224034337903,0.00832665186463755,-0.03326607945409014,0.00406926122755696,0.037335340681647095,0.019719234171008675,0.007589141957597441,0.002959012377825654,0.03848312195051617,0.03552410957269051
258,1.8891782701798268,1,55,7.001169441904695e-08,1.2051102056167399e-07,-3.106925809135004e-07,1.153415077283538e-07,4.2603408864185416e-07,-0.016492882957566995,8.391172755485703e-07,-0.01649380746681072,-0.016490496333460027,3.3111333506939677e-06,0.016492882958155906,8.391165885905859e-07,0.016490496336361446,0.016493807467053735,3.3111306922892214e-06,0.0007129758519084412,0.011272035126765056,-0.020402996168704036,0.027890760337406936,0.04829375650611097,-0.01609556260386579,0.00820482650794331,-0.03410064863596603,0.0025530335640848354,0.036653682200050865,0.0199509198611972,0.007477581207645232,0.0029472373989654368,0.03973835036905487,0.03679111297008943
259,1.8937876111494363,1,55,-3.1425155873575806e-07,3.2144860178400233e-07,-9.555726670643187e-07,-1.4776090145497616e-07,8.078117656093425e-07,-0.017118905604051462,4.3047304958565e-06,-0.017121520162478407,-0.017110296232712693,1.1223929765713514e-05,0.017118905609956412,4.3047201454601745e-06,0.01711029625931799,0.017121520166468417,1.12239071504254e-05,0.0006272418527666155,0.01112170903071691,-0.02147722697706445,0.02527912850813697,0.04675635548520142,-0.01654491069457639,0.008196876055035676,-0.03479288047440823,0.0009162025133423971,0.03570908298775063,0.020258999833148984,0.007387937250639535,0.0016736435163129753,0.04088784428568964,0.039214200769376664
260,1.8983967593993274,1,55,-7.621147596724854e-07,4.004201923949026e-07,-1.1286930596396196e-06,-3.220726176884368e-07,8.066204419511828e-07,-0.01773277251117609,1.624707388984581e-06,-0.017734256619556334,-0.017730991331644762,3.265287911571879e-06,0.017732772532072484,1.6247237710895848e-06,0.017730991334595162,0.017734256655418074,3.265320822912199e-06,0.0005027362535667581,0.010963382727995102,-0.022569859582312213,0.022645854735177565,0.045215714317489775,-0.017052124704729207,0.008301639601288496,-0.03566905341913668,0.0012759382354496417,0.036944991654586326,0.020659313853543113,0.007302974236382816,0.0015513607539878716,0.041934516583409416,0.04038315582942154
261,1.9030060898701786,1,55,2.0081883587614418e-07,1.3235577375708045e-07,5.688107941162702e-09,4.6315309345232895e-07,4.574649855111662e-07,-0.0184064027162662,9.963473543500003e-06,-0.018411611290156175,-0.01838543681591111,2.6174474245063695e-05,0.018406402717838614,9.963471591705954e-06,0.018385436821744826,0.018411611290884384,2.61744691395574e-05,0.0004223436088423462,0.010818254401418035,-0.023680986948277624,0.021429970741675266,0.045110957689952894,-0.017581776058677615,0.008540648149203047,-0.037776369699140444,0.0012250683866503098,0.039001438085790756,0.02111093990800099,0.007321389130791825,0.002964633650064286,0.042881919624194874,0.039917285974130585
262,1.9076152026485678,1,55,2.0426959982534503e-07,1.1731980343104098e-07,-1.069632957900787e-07,2.5967205318419666e-07,3.6663534897427537e-07,-0.019063229925291383,3.0307975784924664e-06,-0.019070886527304216,-0.019061843366484192,9.04316082002421e-06,0.019063229926746902,3.030796952256368e-06,0.019061843368229095,0.019070886527304667,9.043159075572405e-06,0.00035567511122286134,0.01064472455936426,-0.024810545626232316,0.020471389582482537,0.04528193520871485,-0.01814815586057091,0.008820072494611756,-0.03977744504859085,0.0010285983823379332,0.04080604343092878,0.021554907306250818,0.00748143547042894,0.004829563653670319,0.04373387911712236,0.038904315463452036
263,1.9122242799267468,1,55,6.904698144757927e-07,2.914651622713811e-07,3.012859431621587e-07,9.122394007235863e-07,6.109534575614276e-07,-0.019651958688665812,2.30338293645646e-06,-0.019655009857945188,-0.019650216104999948,4.793752945240343e-06,0.019651958702958074,2.3033739206039426e-06,0.019650216126084488,0.019655009860254348,4.793734169859787e-06,0.00032926602794563424,0.010473719188482547,-0.025958530964982986,0.020041403488623624,0.04599993445360661,-0.018625414621772186,0.009079786236158119,-0.041672374443230666,0.0006865287174736215,0.042358903160704287,0.02192121885482962,0.00765610616451082,0.0068906289849759396,0.04449474470160336,0.037604115716627425
264,1.9168336317089947,1,55,6.691720047852751e-07,3.58117613695127e-07,-4.283744007885345e-07,8.148949689867354e-07,1.24326936977527e-06,-0.020287710795574187,2.9605167196692137e-06,-0.020296060561393298,-0.02028651586240065,9.544698992648704e-06,0.02028771080977139,2.9605136194416818e-06,0.02028651587872211,0.020296060568170578,9.544689448467286e-06,0.00026992161055578476,0.010309348690775108,-0.02669245928789691,0.01983817873009957,0.04653063801799648,-0.019113098597766068,0.009314299571144252,-0.043461265326937906,0.00019882466424067075,0.043660089991178576,0.02231116242219467,0.007786801267736685,0.009100532990793463,0.04461154133664994,0.03551100834585648
265,1.9214427415518103,1,55,1.7030687183015006e-06,9.44929057142104e-08,1.6685807659829803e-06,2.0025322377994833e-06,3.3395147181650306e-07,-0.020949881398744794,2.8981201257003343e-06,-0.020952196440545523,-0.02094441491400581,7.78152653971298e-06,0.02094988146818097,2.8981223664220328e-06,0.02094441498059575,0.020952196536148732,7.781555552983932e-06,0.00014090787335455866,0.009959703956506553,-0.025522369396536012,0.01959979286614769,0.0451221622626837,-0.019721540789520653,0.009350437300545909,-0.045143970689681324,-0.000434477372972414,0.04470949331670891,0.022662116749122323,0.007874888647043997,0.009769429354014368,0.045186615645493165,0.035417186291478796
266,1.9260520942675965,1,55,-2.6025570329917806e-06,1.9617116515795688e-07,-2.96098641882869e-06,-2.0617635699804235e-06,8.992228488482667e-07,-0.02158189036671976,2.292898732961617e-06,-0.021586890981643302,-0.021580808416270122,6.082565373179832e-06,0.021581890524532597,2.2928959459254365e-06,0.021580808575530536,0.02158689118452375,6.0826089932145e-06,8.162503128974725e-07,0.009664054055221341,-0.024375666084125867,0.019326278140325212,0.043701944224451075,-0.02035081312982812,0.009474043632017289,-0.046720574901709166,-0.0012134125843803942,0.04550716231732877,0.02307369115951325,0.008056786922244928,0.008913089437944352,0.04675067055133155,0.0378375811133872
267,1.9306612086640416,1,55,2.2741672987489925e-07,4.6835289131281655e-08,1.5384804239512193e-07,4.162096266654593e-07,2.623615842703374e-07,-0.022189379732914544,6.475643068411582e-06,-0.022202529096216207,-0.022186141683877173,1.6387412339034096e-05,0.022189379734129367,6.475643018529367e-06,0.022186141685113125,0.022202529096760744,1.6387411647618422e-05,-0.0001393491939860568,0.009443163525865083,-0.023252416018099527,0.01988669360972355,0.04313910962782308,-0.020995115253738532,0.009679343882503098,-0.04819095607226516,-0.0021379058928397746,0.04605305017942538,0.02354325793219255,0.008330205521225794,0.008125710975446166,0.04821126094721832,0.04008554997177216
268,1.935270552058651,1,55,-8.849571862099294e-07,2.4263710663205174e-07,-1.0045533004731065e-06,-3.699375841398016e-07,6.34615716333305e-07,-0.02283938672695775,1.01028398102027e-05,-0.022859280293449368,-0.02282321065826248,3.606963518688888e-05,0.02283938674539423,1.0102833213501247e-05,0.022823210678871393,0.022859280296471652,3.606961760025881e-05,-0.00029100218940947286,0.00926619857962724,-0.022152552548067448,0.020086579291395394,0.042239131839462846,-0.021673756601465623,0.009948901171354005,-0.04955528060785656,-0.002510556519685038,0.04704472408817152,0.024072421066856496,0.008671679313041632,0.007414719796351039,0.04956812237515977,0.04215340257880873
269,1.939879663826592,1,55,1.9477895455674894e-08,3.0561021832115375e-07,-1.0706578239828572e-06,1.1300931152467155e-07,1.1836671355075287e-06,-0.023473245738385315,2.9574409692921727e-06,-0.02347450876228729,-0.023464630775897992,9.877986389298515e-06,0.023473245740383484,2.95743588299472e-06,0.023464630800315307,0.023474508762549497,9.877962234190046e-06,-0.00033351957644437677,0.0090999440490277,-0.021076142953827693,0.020924250696454087,0.042000393650281784,-0.022324963917171477,0.010175868189240461,-0.050813415493649934,-0.0015691861559115653,0.049244229337738366,0.024580820049886664,0.008980857976062233,0.006796423116361093,0.050820772518311026,0.044024349401949936
