theta_file,theta,rin,rout,scope,sample_count,position_max_delta,vector_mean_error,vector_rmse,vector_max_error,relative_vector_rmse,mae_dr,rmse_dr,max_abs_dr,mae_dtheta,rmse_dtheta,max_abs_dtheta
5.06,5.061454772949219,0.7,3.0,all,500,0.0014621281786716274,0.1845475222077874,0.812389753218829,8.608702750979072,0.9291227787957591,0.012149214815530846,0.023143813146646288,0.11612216905179039,0.18127921869010866,0.8120600193630905,8.608697322305433
5.06,5.061454772949219,0.7,3.0,interior,412,0.0014621281786716274,0.01198353903828089,0.014306501959300937,0.034688188380148983,0.09978280425095823,0.005446818699333526,0.007328064735679715,0.02150552164401642,0.009579015086876771,0.01228720739391864,0.0346819128258373
5.24,5.235987186431885,0.7,3.0,all,500,0.0013156943241282254,0.1870305773702983,0.8107629141214115,8.599300689759193,0.9272623635746489,0.01566383297887994,0.022807247366469142,0.10837181821605629,0.17991864204755093,0.8104420598551187,8.599300688220088
5.24,5.235987186431885,0.7,3.0,interior,412,0.0013156943241282254,0.017545552138547665,0.019316143321636597,0.04593978334096049,0.13472328057646987,0.01179033426173944,0.013429999536585241,0.030687004424423906,0.010481679481001436,0.013883389545400155,0.04592625677145162
5.41,5.410520553588867,0.7,3.0,all,500,0.0005845478657294228,0.17394595201024743,0.79946871741454,8.602559148677374,0.9143451394030085,0.010731166335354318,0.014535946194382457,0.05307958912879206,0.16890996622958154,0.7993365601501558,8.602557888186768
5.41,5.410520553588867,0.7,3.0,interior,412,0.0005845478657294228,0.01291172588939091,0.015107403047782332,0.029049317261589148,0.10536857599150505,0.008266395824908632,0.010302234096729508,0.02053030024524067,0.008124481804842841,0.011049778254079436,0.027879425755024556
5.59,5.585053443908691,0.7,3.0,all,500,0.0005848843768793936,0.17681226382255405,0.8068026138694967,8.602091278874676,0.9227307263964932,0.012041354116232927,0.0258726311294866,0.12163264755601211,0.17350723407025526,0.8063876640333046,8.602083146631385
5.59,5.585053443908691,0.7,3.0,interior,412,0.0005848843768793936,0.008751716153314108,0.011029207488400776,0.02948177489071934,0.07692450373160244,0.003791131350760133,0.005280970559677754,0.020086950083411735,0.006972682015698403,0.009682704568973103,0.029479688252189662
5.76,5.759586334228516,0.7,3.0,all,500,0.0013159602240342446,0.1798159953563924,0.8078059723188529,8.609849310265801,0.9238770577101095,0.014876505823025429,0.028160536568800017,0.12218390723258289,0.17593685834150846,0.8073149776228387,8.60983592988606
5.76,5.759586334228516,0.7,3.0,interior,412,0.0013159602240342446,0.011824849122228892,0.013805380778365624,0.029336070155435236,0.09628798363555388,0.006560419858280514,0.008313258333364871,0.02096777986705151,0.008999387616521142,0.011021718301535682,0.02446247891854235
5.93,5.93411922454834,0.7,3.0,all,500,0.0014621281786716274,0.18435925252782243,0.8129306259316215,8.618963153428037,0.9297345024198629,0.013166306786312596,0.020915608027008148,0.09623671522447316,0.17986846223705777,0.8126615162036642,8.618943358220546
5.93,5.93411922454834,0.7,3.0,interior,412,0.0014621281786716274,0.01293411542216788,0.014627022089285329,0.028265333613107606,0.10201892530339048,0.00797308298067134,0.009108418221918099,0.018736567590433035,0.00870676095877006,0.01144493305769288,0.027213130805581576
6.11,6.108652114868164,0.7,3.0,all,500,0.0010234938401418358,0.17866758367276853,0.8054375925330575,8.631797286282845,0.9211695465648326,0.009035651119351512,0.01847205249918459,0.10832400320253832,0.1763045405173875,0.8052257439637127,8.631772977206033
6.11,6.108652114868164,0.7,3.0,interior,412,0.0010234938401418358,0.008110340169865936,0.010677811652280779,0.028677945819194084,0.07447427064027598,0.004752129921783258,0.006520201459509666,0.015880827117762116,0.0058120456613297376,0.00845592304890431,0.02757080568578066
